jwat	jwlt	kqat	jdah
wuye-ni	wnye-ni	wuye-bl	wiye-hu
gutine	gotine	gkhind	vutins
lacado	lacade	kafsdo	macaco
balwu	barwu	nalwj	baowj
bilubo	filubo	fimubp	bikkbl
binynye	binfnye	hininye	vinhnys
gulego	gulegn	tjlrgo	gyldgo
wuryek	wrryek	wuryqm	wlrysk
menyi	menyo	menyh	mentp
lakki	lavki	lakmi	lzuki
icwallo	icwaleo	ocwxklo	ucewllo
guraddo	gudaddo	gurxsxo	vuraedk
gucuko	gucukz	gusuku	busuuo
wakobu	waksbu	wahpbu	wskpbu
gularre	uularre	gymsrre	gulafrf
acwale	acwaye	xcaale	scwsle
oddigi	oddigil	iedogi	pddivl
wekkone	wekksne	wekuojf	aekkkhe
gibittongi	gibittongx	gjbitgkngi	gibittonri
acikwanye	acikpanye	acijwagye	aciuqagye
pyeto	cyeto	pyfti	pyetl
ocwer	ocwtr	lcaer	ocweh
ywekka	ywykka	uwsnka	ywdkkx
wenye	wenyh	wejye	wwnje
gimwoddi	gimwodpi	gihwoddi	gineoddi
kit	kit	kkt	kut
ngoone	ngxone	jgopge	gbolne
lipuk	lifuk	pipuk	lipik
bimiyi	bimidi	bimiyk	gjmiyi
acikarine	azikarine	afilarinr	afioadine
bene	sene	vsne	bsne
lyelle	lyelke	lueipe	jyellw
wora	worax	woea	wpea
oyoogi	oyoygi	otokbi	omoigi
watimu	watimue	earimk	wagimu
wore	woreo	wore	wlrw
kejeron	kejeroy	uejefob	keuwrln
onyatto	onyatso	omyshto	onywtrl
pukke	pjkke	pukks	oukkw
maga	mega	jata	msga
matto	magto	msttp	mshto
otemo	otemh	otsko	otdhk
oŋol	ojol	oŋlk	oŋpl
ikomme	skomme	iulmme	lkomme
nyul	nyvl	jyul	myul
maŋic	mamic	msŋic	maŋoc
omaka	omakao	pmakq	okwoa
ataata	ataatad	agaxta	atqzta
kiiyo	kiibo	kiiho	kkiyo
wadony	eadony	dacohy	wadohu
cwiny	cwisy	csiby	cdinj
oluro	oltro	louro	nliro
gununogi	gununlgi	gynknpgi	yununpgi
gupong	gopong	mjpong	fjpong
nineve	npneve	blnrve	nindve
alugo	aluvo	aluhi	aluti
lamar	eamar	lsmaf	lwmaf
genno	benno	gegnl	hfnnp
pyer	pxer	pyqr	pywr
judaya	judcya	jjrzya	judwha
gud	yud	gjd	rid
nyel	nyez	nydi	nyei
wato	hato	qatl	watk
gibitime	gpbitime	gibltumd	tifitime
gupwonnye	gupwongye	gupwonhyd	rukwonnyw
obwoto	obmoto	obwitu	indoto
dako	jako	caio	dsjo
mormor	mormol	nifmor	jormor
gwaka-gwaka	gwaka-gwaka	gwalw-gwaka	gsaoa-gwzoa
gujinno	gujinnou	gijinno	gijiggo
benebene	benerene	benebenw	benefane
moses	moshs	mpsez	noses
ameda	ameda	akedq	amedx
myelle	myellet	hyellf	mteole
nyuny	nyunyu	nyimy	nylny
aecito	atcito	aecorl	aevjtp
kwotto	kwjtto	kwoffk	kwltgo
kati	kaoi	karj	nati
lukworri	lucworri	lukwlrfo	mukwlrri
nyonynyo	nyonsnyo	nyknhgyo	ngonunyo
opo	oio	oko	ooo
gwedde	gweddn	gwsdae	gwcdds
ipolo	ipolod	ipipo	ikoio
ajuro	ajueo	aiurp	wyugo
water	wfter	sater	wahdg
kwkii	kwkir	kskij	kajii
ogwet	ogmet	igweh	ogqeg
namba	nkmba	namgz	nanba
giyikogi	gzyikogi	giyijogk	giyiuogl
moto	motoj	migo	mkro
banne	banae	bannf	bavne
bappe	zappe	nappr	bakpe
kiga	siga	mlga	jina
mid	mrd	mis	jod
nyala	ndala	gyalx	nyama
gumak	gumakt	ggmak	gymqm
eruko	eruks	rrhko	drulk
gubol	xubol	gjbol	hybol
danoni	danonv	vabkni	eagohi
otoko	otoko	proko	oriko
rwot-ti	rwoy-ti	rwlt-tu	reog-ti
ikko	ikkh	ilmo	ikll
watiyu	wahiyu	wwtuyu	dafiyu
gimunynyo	oimunynyo	bimunynyo	gomunynhi
jotto	joato	joftk	jitto
wuŋe	wuye	djŋe	wyŋr
odiye	ediye	odits	idiye
gicaro	giyaro	rucato	gifzro
larro	lapro	larro	mzrgo
mukeka	mukekh	mtneka	muofka
wulubbe	wulubbez	wuiuhbs	wimubhe
billo	billy	bulli	vjloo
pawel	pawelm	pawel	mawel
abillo	ajillo	wboloo	znillo
lawirre	lawirae	lawirrw	lqwitre
lleyo	lleyt	lleno	kleyk
labatija	labatijat	pagatijx	labatijs
omege	omegem	umege	kmeyf
lakwor	lakuor	kaowot	lzkwof
wacaden	wacawen	wqcaben	wxcaden
biero	bieroh	bueto	buefo
apwoyowu	apwoyowk	apqiyiwu	wpaoyowu
wamake	wamzke	wqmahe	samzke
giringgo	giringgot	gyrinbgo	girjgggo
walwenyo	walwvnyo	waiwdhyo	samwenyl
bigony	bigonyu	blbont	bihoju
labiri-biri	labqri-biri	labirl-biri	laburi-biri
doŋo	roŋo	doŋp	xoŋo
itee	itbe	otew	ites
gigee	gigel	guhee	gugre
larwu	larwl	lzewu	mxrwu
oono	ogno	ooro	omno
malim	maliq	malun	jalum
baka	bafa	baka	baka
abatijawu	abazijawu	abwtjjqwu	abagijawu
wutwero	wutaero	wutdsto	wjtwwdo
acuŋ	acum	qduŋ	achŋ
ballo	aallo	bwklo	bfllo
gigoyo	gigomo	vugoyk	gigovl
yerowu	serowu	terkau	ydriwh
lawaŋacel	lawaŋabel	lwwaŋadel	lawaŋscsl
kamukene	kagukene	kamyiene	iamjkene
gibinywalo-ni	gibinywalq-ni	gifinyaalo-ji	ribjnywali-ni
kingoo	kingom	klngli	jiggoo
ngomme	ngommep	nflmme	ggomkd
maleŋ-ŋe	maljŋ-ŋe	malsŋ-ŋe	maleŋ-ŋe
okee	lkee	okwd	ikew
maalalel	maadalel	jaalxlel	maalakwk
emitto	emittp	dmitho	sjifto
gicamo	gicamw	gjvaml	hucamo
katenne	katenned	latdnne	jatemnf
icoo	icoo	jcio	uclo
acata	acatav	acqtx	acxtz
uro	urg	uto	gro
gitino	gitinq	girihk	gitlni
kwede-ni	mwede-ni	kwede-bo	kwrde-fi
nekke	nekkeb	iekke	nwkue
jabbo	jaubo	jabgp	jabbi
abilwoŋo	abilwoŋf	abklwoŋk	abileoŋp
lamingi	lajingi	lemungi	lsmingi
ogwil	ygwil	ogwum	kgqik
oduro-ni	oduro-nij	oduro-bj	idhro-mi
tayangi	tyyangi	txyanfj	yayabyi
yabbiwa	mabbiwa	tavblwa	uqbbuwa
dema	deaa	xeka	dfma
adam	adams	avzm	adqm
kace	gace	oacw	kwce
omwonno	omionno	pnwknno	omwinnl
genne	genke	fdnne	nenue
guporo	guyoro	guolrk	nupoeo
bioo	bloo	bipi	hilo
lunywan	lunysan	iujysan	luhywan
yo-nu	yo-au	yo-hh	yk-bj
gunywalo	sunywalo	tunhwalo	gunuxalo
maraco-ni	marawo-ni	mzradl-ni	mxdqco-ni
guotto	guotth	ghotto	buoygo
oner	oaer	ogwr	oner
wangwa	wangwar	wshgwz	wamnww
owoŋo	owoŋe	oqoŋk	owiŋo
awobi-ni	awobi-nii	xwobi-hk	aaobk-nu
kweny	kwuny	kqegy	yweny
gikweyo	gioweyo	gikwfyl	rikwwyo
kiony	kieny	nilny	niont
wayabo	wayabop	wwhano	qayabo
ciŋwu	cipwu	ciŋqu	cuŋqu
bogi	bogiz	bkgl	blvi
luremme	luqemme	muremmw	purwmme
gibidiri	cibidiri	hlbiditi	gibidiej
wurwak	durwak	qurwzm	wurwak
bibatijawu	bibytijawu	bihatijwwk	bifatkjzwu
awora	owora	adorw	sqorz
matin	matinm	mwtib	kqtin
guloye	gsloye	rukoye	gullyr
giyelogi	giyeqogi	tiywkogi	giteloei
gilego	gilevo	gilrbo	gplero
tengge	vengge	rejgge	gengbf
mayembe	fayembe	nayenbw	mayembe
nyimgi	nytmgi	nyimdu	nyimni
gudonggo	gudonzgo	ggdongro	cudknggo
ladiro	vadiro	lzdiep	padlri
gupidde	gupidae	gyoidfe	ruoiddd
wuyero	wucero	wyyedp	skyerk
latel-wic	latel-woc	latfl-aic	patem-wic
okaaye	okaayer	kkaaye	okaaye
cakko	cakbo	cakko	caoko
diye	diyn	ziye	doue
makatala	makstala	mqkqtaka	jakatala
he	hez	he	ge
okir	okirm	kkid	oiid
oecito	necito	oexltp	iecigi
olemo	olkmo	ilsmo	ilemk
keddo	kzddo	kecdl	kfdso
opotti	apotti	olotti	upptti
gia	giau	gla	vka
okwera	okwerg	pkdeta	kkwwrs
cam	cams	cak	vam
gireto	gireti	fitero	gkrefk
kwoggo	kwogno	kwogbi	kcoggi
layata	ladata	laywta	lzyatq
gweg	gweb	beeg	gedg
ibiliŋ	ibilzŋ	ibjiuŋ	uniliŋ
mon-to	mon-tz	jpn-tl	kon-to
gipwoyowu	gipwoqowu	bipwkyiwu	gilwogowk
wunena	wuuena	suneja	wuhena
awobinu	awobinz	zwpginu	xwovunu
oteer	ozeer	otedr	ofeer
marogi	marfgi	kagoti	mqrlgk
magikutto	mwgikutto	manikutti	hagikurti
ibilegga	ibileggav	ofileggs	ibkleggq
benjamin	benjaminm	bdmjanin	behjamkj
gigollo	gicollo	yigollo	gigoioo
oyetta	ayetta	oyfftw	onegta
amoto	amotg	ampti	amoyk
ciko	miko	fikk	slko
atoo	ttoo	arlo	ztio
ric	ris	tic	rkc
tol	tot	tpl	tok
gupec	gupecs	nupex	bules
gido	gidx	gudl	tldo
owanno	oaanno	owanjl	pwannp
wakele	waklle	wagrle	wakdke
anen	anenq	agwn	xgen
mkia	mkka	miis	mkiw
gurabo	gurabo	furato	yjrabo
jwir	jwfr	jqie	yqir
epeco	epebo	epedi	doeco
omollo	omolvo	lmokio	ojollo
la	lao	la	ls
lacaro	lacaroy	lqcsdo	lwcwro
obur	qbur	ibkr	obue
onyac	onyau	onuaf	pnjwc
wubilego	wubizego	wuboidgo	wybiiego
makowu-ni	makowugni	mwmodu-ni	makoeu-ni
kwoone	kwoonv	uwopge	nwoohe
ocato	osato	oczgo	kcauo
nyabbe	nyabbez	nyagne	jyabnw
ocayo	ocayob	icauo	osqyp
ogoye	ygoye	onpye	pglye
twra	swra	twtq	twez
gilimme	gilnmme	gilihmd	gliijme
lem	jem	mem	ldn
anyamma	anygmma	anyamkq	anhamjz
onekogi	onckogi	onciogi	onwkjgi
awerro	aweoro	awdrfp	awrrro
ciŋ	miŋ	ckŋ	ciŋ
gicwala	xicwala	voswala	gideaia
gumakogi	vumakogi	gkmailgi	gumckogi
rwanggo	rwanggg	rsanhgl	rwznvgo
nim	nimi	jim	jkm
orri	ozri	orwi	otrj
dorre	rorre	dorre	dktre
mor	mbr	mlr	moe
wuceyogi	wpceyogi	dycehogi	whxfyogi
ŋalagi	ŋalagi	ŋaosgi	ŋakagi
wonwu	sonwu	woney	snnwu
ermec	erhec	eejec	frnwc
qin	vin	qon	qir
miyo	miyr	moyl	mluo
wugurogi	yugurogi	wugutlvi	djgurogi
witti	witci	sutti	aityo
awobi	awobiq	qsobi	wwogo
leggo	legeo	lffgo	letgk
guwek	suwek	gudwk	vuwqk
joni	woni	joni	mobi
guguteŋo	guguteŋom	gkgutrŋo	fugutwŋo
kilaro	kilaroj	kjmari	kklayo
apora	akora	akofa	apkrs
pwonyowu	ewonyowu	pwonykdu	pzonyowu
motgi	modgi	moyti	noygi
ekwallo	ekwaolo	skwqplo	ekwalho
meeni	meenif	mrenl	mfemi
abwori	abworic	xbaoro	abaori
giciko-ni	giciko-nt	gicjko-bi	giciko-ni
gubitte	gubitter	gkburte	bibitte
wiiyi	wiiyiv	wuiji	wikui
tamo	tawo	fami	tahi
langi	langir	mahgi	iznri
banyane	btnyane	bqgyane	banuahe
wawakke	wadakke	wawzlje	wwwquke
tammo	thmmo	ramml	rsmmi
ka	kar	ka	na
tekcwiny	tekcqiny	tekcximy	tzkcwiny
penye	penyeg	pfnys	kegyr
emitte	emitth	rmitff	emufge
cekko	jekko	cekko	cekkn
oyerowa	oyerowaj	oherpww	oywrpqa
gibicito	gibscito	gkgivito	ribidiro
gibipoto	gibipotom	giblpoto	yigipogo
tir	wir	tlr	tor
burre	barre	nuere	nhfre
giyabbe	fiyabbe	gkyabbc	goyahbw
obea	onea	lbex	obss
ogul	dgul	lgil	obul
oyotoyot	hyotoyot	oykroypt	lgltoyot
winy	wiuy	winn	sint
nyeeri	nyesri	nyerwi	njreri
londo	lonzo	lobdl	lkndk
koloe	kolae	uolle	noiie
juk	juke	juj	nuk
nyocco	nyoccop	ghkcco	hjosco
gubut	gusut	tubyt	fybut
obed	obedn	obdv	obfd
giketogi	giketogie	goketohi	giketpfj
waol	iaol	aaol	dxol
o	ok	o	o
wira	wiwa	wlrw	qora
iruune	iruume	jruubs	irujjs
owiro	ooiro	owifi	owito
cukane	crkane	duiane	cukajd
gutti	gutts	gutyu	gkfyi
okonyo	okonyy	ikonyo	lkonuo
lemunne	lemjnne	mekunnw	lrjunnw
wal	kal	wap	sam
boŋo	roŋo	hoŋl	hoŋl
conggi	cznggi	donhgo	cohggl
imako	imakk	jmalo	imwoo
awi	asi	awl	wdi
vino	vinon	vunp	vigo
gitito	gitzto	totitl	yijito
minne	minme	jinnr	nibne
luremmi	luhemmi	lureuki	oyeemmi
dogcel	vogcel	djgcei	dogsvl
apwonyogi	apwonyoei	alwonjogl	apwpnyogi
wutinggogi	wutingiogi	autijggovi	wutijbgogi
waco	wfco	safo	wacm
onyak	obyak	onbak	onywi
marwa	merwa	mzrea	maxqa
ka-kagi	ka-xagi	kx-kani	la-kwri
bappo	bappoy	bappm	bwppk
melgi	milgi	mrlgk	mflgi
giyerrogi	siyerrogi	giyerfigj	giyefdlgi
tyo	qyo	gyo	yyo
cap	fap	cao	cxp
wubedo	tubedo	subeek	wubefl
ri	rif	ri	ru
petto	phtto	patto	ketrk
cwiyo	cwiyoi	cwiyo	vwlyo
madowong	madowoyg	mqdowofg	nsdowlng
gideyo	giduyo	gldfyo	givbyo
welone	wulone	qwlonf	wekone
itimmoni	itimmoniv	jgummoni	ktimmpbi
wat	wat	qat	waf
kapbad	kapaad	lalbar	kalbsd
okete	okeke	oueye	pietw
ioo	voo	ooo	ioi
ongweyo	nngweyo	ongweyp	ohgwsyk
alwette	alwegte	qlwftts	qmwettw
gitim	gitimu	notim	rirjm
neapoli	neaptli	nfqkoli	yexpoli
pwony	cwony	kwoby	psohy
lataggalo	latagwalo	lqtagnzlo	latwggxio
odokkigi	odokkigio	ndokkkgi	idokkjgi
ojwetto	ujwetto	ojseftl	ohwehto
gitwo	gitwe	vitqo	glbwo
lagiri	logiri	iabiro	mayiri
awinynyo	awinynro	awjnyggo	adigynyo
mayot	wayot	mxyoy	mzyof
remcwiny	remcwinyf	remxeony	rencwijt
gijolwu	gijglwu	gomolwh	tijilsu
bidirowa	eidirowa	bidurksa	bodihowa
dan	dani	dab	dan
twonina	twenina	ewonija	hwpnina
monyo	moryo	honyp	mimuo
lucadukayo	lucahukayo	kuvadukqyo	kusadujayo
ore	ort	ote	orf
nyotte	zyotte	mypttd	tyltte
ipar	iqar	upsr	lpar
dongo	dsngo	dojho	dpnuo
aciri	acirr	xfiri	ackfj
ding	dingn	diht	eing
wupimo	wupiho	sipimk	wupiji
aketa	aketam	aketa	skdtq
dalmatia	palmatia	dammatox	daluatia
gibilarowu	gbbilarowu	gubiiarowu	tifilarowi
agulune	agupune	aguoinf	wgulunr
konodok	konodgk	nonodok	iinodok
janynye	janynhe	yajynyr	jamunyr
lulok	lzlok	ljpok	lilio
kuricoparac	vuricoparac	kyrovoparac	kudickparas
bwom	bwsm	bwpn	vwon
nm	nz	nm	nm
layatane	layavane	payatdne	lqyatahd
kenyuyo	kinyuyo	kenyhuo	kshyuyo
wutitte	wupitte	wutittz	wutlgfe
tiŋogi	tiŋogiy	giŋpvi	hiŋovo
gibwoyo-ni	gibwoyo-nif	gibwoyo-ti	robwoyo-ni
gaŋ-ŋi	gaŋ-ŋiv	vaŋ-ŋo	gaŋ-ŋl
oryem	otyem	kgyem	leyej
pirra	pcrra	litra	pidea
jwatte	jzatte	ndatfe	jeayte
aleggi	alegui	aoegbj	alfgfi
wawil	wacil	sawip	wwdul
gicere	gicede	glcerd	gkcerw
acura	scura	avuea	dcuda
madonggo	madongeo	nqdonvgo	maxongro
kany-nyi	kany-nyig	kamg-nyo	kajy-hyi
biyeŋŋe	biyeŋŋy	viteŋŋf	bihrŋŋr
jal	jau	jsl	jql
woyone	woyonew	douine	woyond
ilwokgi	ilwokgh	ildokni	ulwongi
rib	eib	gib	ruf
lyeci	lyece	iyrci	lgeci
miti	mitc	muri	jiti
gipwonynyo	gipwonynyd	guowontnyo	niowonynyo
ayelayela	ayelacela	ajelagelw	ajepayeoa
acitto	fcitto	svittk	acitro
gibiteri	gibiperi	gublteri	vibireri
awaco-ni	awaco-nir	wwxco-ni	awwco-ni
pino	eino	pini	piho
wamed	waced	wakee	wamwd
oryemmo	hryemmo	oryrmhk	orydmno
tullo	tullog	tullo	guloo
bicobbe	bjcobbe	bkcobbr	bifobgw
guneno	gunenoj	hyneno	ghndjo
ojee	ojpe	ljew	pjre
eyom	eyop	wyok	ehom
pap	pfp	pxp	pzp
berwa	bmrwa	beesa	fsrwa
anderiya	anderiyav	amderkys	akceriya
wuleyo	wuleyoz	wiieyo	whleyo
aworre	aworve	aworrs	waorre
egwokko	egwykko	egekkuo	egwonmo
tang	tsng	tajn	targ
jamiwu	jakiwu	hakuwu	jwkiwu
orommo	orommod	kronno	primmi
noknok	noknoi	mikhok	noknkn
gak	bak	fak	gsl
gibiwora	gibdwora	fibirora	glbidorx
rubbo	rubboc	dibbo	rjhfo
catte	cattu	cwtts	cxtfd
roone	rwone	rolns	goofe
rec-gu	hec-gu	tfc-gh	rfc-gu
giputo	fiputo	ghputk	gilytp
otirri	otirrf	iykrri	oyidri
ngoro-ngoro	nsoro-ngoro	hgogo-hgoro	nbogo-nvoro
apoto	apwto	zpkto	akotl
oito	oitc	plto	pito
nekone	nekonh	nfkpns	jekond
omegiwu	omediwu	okegkwu	ohegjwu
twatwal-li	twetwal-li	rwsgwal-li	tdatsal-li
raane	raanee	gaanr	eaage
wumot	wupot	wumoe	aumot
abigweyo	abigweyov	abibweyo	xbiywejo
waketu	waketm	wairtk	waketk
gurukke	guruyke	guryikf	gjrukje
nyimwu	gyimwu	ntlmqu	nhimqu
makwar	makwyr	kwkwad	maiwar
berea	bereb	veeea	hfrex
dulgi	duogi	dklni	dulto
ebinywallo	ebinywaleo	efihyqallo	eninywailo
giure	piure	giuce	nikrd
wubalo	wuzalo	duhaio	sybwlo
wabiŋolo	wabmŋolo	wabiŋllk	wxbiŋolo
wanino	waiino	xsnino	sankno
opoor	opoora	opoor	ipoow
twoorro	tcoorro	hwoortk	ywoorro
acurra	acvrra	adyrga	ackfga
nyong	nyony	nvong	nylnv
nyig	nyim	myih	gyiy
gicikko	gicikkr	ricikko	ruvikko
oyuto	oyuto	ouutp	othtl
gibinyutowu	gibinyutowc	gibinuugodu	hiblnyutowu
omi	omit	oni	lmi
tiggu	diggu	tugbu	higvu
konnye	konnyeb	kibbye	ionjyf
open	openk	okeb	olen
lapena	yapena	papena	lapeta
titowu	titnwu	tirkwk	tiyowk
lacoyi	lacoyik	iacotj	lwfoyi
polgi	porgi	pomfi	polri
muut	muux	huyt	mjyt
gilwoko	gilwokr	gklwokk	vilaokl
gubin	gbbin	hubln	gjhin
momor	momoz	homof	mkkor
lapene	lapent	iapeng	lqpens
tyeko	tueko	tycko	tyckp
atitti	atitfi	atufhi	ayitri
komo	womo	kimp	kohp
lakarac	lakarar	lauaeax	mqlarac
odwalo	odwalg	idfalo	kdwalo
ibum	zbum	ubkm	ibjh
acama	acami	acajq	asajs
owaŋo	owtŋo	owaŋl	owaŋl
niag	niago	nmag	njqg
gibiporo	gixiporo	gigiporo	gibipoto
igonyo	igonyoh	ltonyk	ogomyl
lupwonnyeni	lupwonnyuni	mupwonnysgi	lipwjnnysni
wuryam	wuryamo	wurywu	wuryat
ocaŋi	ocahi	ocaŋi	icwŋi
pyerabic-ci	pyerabuc-ci	pyerabic-ci	pyegaflc-ci
ludikon	ludikcn	lkdjkin	ludikpn
ŋati	ŋxti	ŋsti	ŋatl
gibedo	gixedo	gibevl	gibsdo
amitowu	amitowub	wmitowu	akitkwk
guburogi	guburoge	tuvurogk	gubueori
gitamo	gitmmo	gitamk	gjtamo
biŋene	biŋese	blŋene	bpŋenw
omwoddi	gmwoddi	okeodfi	ojwofdo
owukke	owukkeh	kdukkd	lwuukf
owekko	owukko	oaekko	oqekip
obwoye	obwoyes	obeoyz	lfwote
wugudo	wuguto	whgkdo	wubudl
yikko	yihko	ukkko	yimik
mabucce	mabuccet	nabhcse	msnuccw
kutyelo	kuyyelo	kjtgepo	kyfyeli
atidi	atizi	ahiwi	ahido
baal	baald	vaao	bxal
bigero	bigefo	bigwti	bibdro
puno	puuo	ounk	puho
yeko	ytko	yruo	ueko
lawot	lawwt	iawlt	lzsit
bilaro	bilarc	bllaxo	nipado
ongole	onmole	onglkr	kngole
takke	oakke	taiks	hakke
omonynyowa	omonynywwa	okomymyowa	omogjjyowa
orii	prii	kril	lrli
cikogi	cikoga	clmogj	sikovl
item	iten	ktfm	item
oyetogi	oyebogi	oyxtogj	oywtlgj
lukricitayo	lukxicitayo	iumricutayo	luiricktayp
ogedo	qgedo	onedi	ogedo
acakkine	acakkyne	afajkihe	zczkjine
gicirom	gibirom	gicirkm	gicltom
mwonynya	mwonpnya	mwonjmha	mwonynyq
ocoye	owoye	ocogr	odoys
bitugge	bituggt	hityrge	fituvgf
cikkene	cikwene	cuokenf	vimoene
gwogi-gu	gwogi-guo	bwogm-gu	gqovi-gy
larrewa	larrnwa	lsrreqz	largewa
kic	kih	nic	kis
rido	eido	rodi	riqo
mukwero	cukwero	mnkwero	jknwero
pacowu	lacowu	lssowu	kacoqj
arpakcad	arpakrad	arkaocwd	arkqkcxd
kekenwu	kekeswu	kejemsu	oekegwu
lakob	lakoc	lskov	iauov
ngatimoo	ngatimro	jgstimoo	ngxtikoo
gulwallo	gulwajlo	gulazlmo	gylwallo
walubi	wtlubi	waijbi	wshubi
lacir	nacir	pacjr	iacir
ojwat	odwat	ojwxh	ojdqt
cecaria	oecaria	xecsria	cwcariw
akaka	akaqa	aoakw	amqja
gukemo	guyemo	yuksmi	nukeml
kalle	kalleb	kslle	kqmle
yaccu	yancu	yzcsu	ycccu
panne	pdnne	oznne	penne
matwallok	matwalloki	hatwaplkk	matwxllok
agwadeko	agwcdeko	agwawelo	ageaveko
racca	oacca	rzccs	rxscw
gitiyo	uitiyo	figigo	gltjyk
amayo	amaya	smsyo	amsfo
atanya	atpnya	ayanya	sfanyz
twoyo	twoko	twuyo	twpyl
twaltwal	twaltwala	twalraai	twaltdzi
acelle	qcelle	addllw	adehle
labuce	lavuce	lsbuxd	lafuse
yela	yelax	yeiz	yelz
gilwoŋŋe	gijwoŋŋe	gjuwoŋŋe	gilwpŋŋw
gire	giret	gkde	girw
olal	olaw	olxk	olqp
cwinyu	cginyu	cwingi	csjnyh
pol	pcl	pok	lol
gikanno	grkanno	gikwvno	gloanno
horn	hocn	hurn	horj
bota-ni	bgta-ni	nkta-ni	boha-ni
genuo	genup	gdjuo	genio
apaka	apbka	wpska	zlaoa
lobo-nu	lobh-nu	olbo-nu	lobo-nm
jwayo	lwayo	jwahl	naayo
dokko	yokko	vlkko	dlmkl
twekke	fwekke	rwelkr	twwkje
elweny	elwenyj	flwegg	elweny
tikko	ttkko	thkko	ykklo
atemme	atemmes	wtskme	atekke
tiberio	tiberior	tinerio	tiyegio
aŋe	aye	aŋe	aŋe
tig	big	tib	tug
lamone	lamsne	pamobd	lamlne
ngo	ygo	nbo	nto
oyonne	oyonte	ogojge	ktinne
tungii	tfngii	gyngil	yingii
odonggi	ododggi	odoggbi	odknggu
atiya	atgya	wtija	qtiya
onyuny	onyunj	ojhunu	ibtuny
dwokke	dwokkep	ddokke	dwoins
gibalo	gobalo	gibzlo	givalo
lugoro	lugorox	lugorl	lugosk
aryemo	aryeme	aryemo	xryejp
gitwom	gitdom	hytwom	citwkm
nyutte	nyutne	jyuyye	nyhtgr
wupwo	uupwo	aupeo	vupwi
ning	niqg	nkgg	nibg
labika	labikai	pxbija	lxbola
ride	ridev	tise	ride
wabiyubo	wabioubo	wabjyhbp	sagiyubi
dyanggine	dyanqgine	djanggina	dtangfine
bilok	bilokw	bjook	holok
okeyo	zkeyo	oksto	outyo
dyanggi	dyangii	dyxgggi	dyxnhgi
rwenynyeke	rwenynyekk	rwenubyeue	raenyhyrke
onoŋwu	onoŋwu	onoŋwy	oboŋqu
caga	chga	dagq	cara
otooni	otyoni	otponp	otoohi
niyene	niyeneh	njywnw	migeje
muggo	luggo	muvvo	jkgvo
limmo	limmol	oimmp	mlmko
rukke	rukoe	rjike	fukje
olut	ovut	oojt	klut
omenyowu	omenyovu	omrhuowu	omenyowj
akaiko	akaivo	akauip	ajziio
gipwoddogi	gipwtddogi	gopwodwlgi	gilwoxdogi
obwowu	obwlwu	obqoeh	ovaowu
gukwallo	gukwalao	gukaaoko	gukwzlli
igwok	igwoh	orwok	igaim
guriŋ	suriŋ	vuriŋ	gjriŋ
dag	daa	dxg	dag
gurumogi	gurjmogi	fueumigi	furumlgi
lwir	lwib	lait	ldif
gicoko	gicokt	gifolo	bldoko
cinamon	kinamon	vonakon	xjnampn
elima	eluma	eliga	ckima
leb	leh	meb	peb
nyello	nyqllo	btwllo	nyepko
gulunyo	gulunyok	yumunyp	gukunhi
owac	dwac	isac	kwzc
wot	wop	wpt	woh
caggo	caggq	szggo	czhgo
woro-woro	loro-woro	wkro-wkro	wpro-wiro
gukwanye	gukdanye	gukwwnye	gukeajys
mamalo	mamalog	mwmqpo	mamzmo
etim	etum	etiy	ethm
gimake	gpmake	rkmale	timxke
ocwee	ocwen	ocafe	ocwed
ton	won	hon	gog
wubikwo	wzbikwo	wybjkeo	wubiodo
twoke	tooke	twoje	hcoke
cun	cuna	dun	cun
gicaŋwu	oicaŋwu	gkcsŋwu	vifaŋwy
boŋ	foŋ	bkŋ	viŋ
guŋolo	guŋole	tuŋoio	guŋkko
lalelee	lalelej	lamepfe	maleled
lutim	lutimb	iutim	iyrim
opette	opetce	ppethd	opette
alwoŋogi	alwoŋogj	slwlŋogi	alsiŋpgi
gal	zal	gzl	gao
abimiyowu	abimxyowu	abimiyoeu	zbimigowj
rwakko	rwakkoc	rwdmko	rwaiko
murocce	murmcce	muroccs	mtroccf
bedoni	bedkni	uevoni	vwdonu
wuony	wuoni	wiony	wuijy
yeago	yeagos	ywwgo	yeqyo
ibinoggo	iainoggo	ibinoggk	ibjnoggo
elarwa	elaqwa	emadww	elarwa
duny	duhy	dgny	dunu
paradic	paradicw	pxradic	iaraxic
payo	pazo	kayi	pago
luwotwu	lqwotwu	juwotwk	luqotwu
gaŋigi	gaŋili	caŋugi	baŋifk
merino	merbno	metibp	meeink
yairo	yakro	jaieo	yciro
gicayogi	gicaytgi	ricauogo	gicajihi
koo	koh	kop	loo
oyeŋyeŋ	oyeŋyeŋz	pyeŋyfŋ	oyeŋjeŋ
gwar	nwar	uwar	gwag
gimmo	gimmov	vihmo	glmho
guddo	guddy	gucxo	gkddk
lapac	yapac	laoas	lakad
cai	caih	cau	cxo
gikwanogi	gikwanogm	gikaenogi	gimwanonu
nyanynya	nyahynya	hywnymya	nysnfnya
wuyubo	wmyubo	wuyjvp	suyubl
icak	icwk	icxj	lcak
joana	joaaa	hozna	noana
ryoryo	rxoryo	huoryo	rtotho
wami	wamr	zami	wxml
gonnye	gonnyet	gonmye	tojbye
mulor	mubor	nulpr	uumor
