khuwakho	khuwarho	uhuwakhj	khuaalho
nalwo	yalwo	malso	haowo
mukhakyeendaana	muwhakyeendaana	huuhakyeendaaba	muuuakyergdaama
nolele	nolelev	mllfle	molels
n'ukhulooselekho	ngukhulooselekho	n'ukhumposrlekgo	j'ukukloosepekho
bababakhurura	bababakhururae	babqbakhyrkrq	bzbabanhugura
kandikulisiwilemo	kandikulisiwilemh	kandkkulisiwilrbk	kqndijulksiwilrho
akhalilwe	dkhalilwe	skhqlilwe	wkhalilwe
ubalome	ubaljme	ubaopje	ubslomw
bane	banr	bake	bare
babeyambaasatsakakho	bgbeyambaasatsakakho	vabeyambaasateakakgk	babeuxmhwasatsakwkho
mukanikhatsake	mukanikhaksake	muusnokhatcake	mukaniibatxaie
bataru	wataru	baewru	vatawu
mukwana	mukwnna	mulwajw	mikdzna
wabasunakho	wabasugakho	wabzsynakhp	wabwdunqkuo
bakhaka	bakhakv	baohxna	bakhqkx
khwashiboone	khwashibooner	nhwazhifoonf	khwashiboogt
n'amala	nyamala	j'xmalq	n'cmala
kumusaango	kuiusaango	kjmudaabgo	kumuxaanno
uwarawo	uwarawj	uwatwwl	usarswl
alikumalilisa	alikumalolisa	aoikijalulisa	apikumwlipiss
shikhalekho	sqikhalekho	shikhaleiho	chjknalenho
narumana	narumanas	narhmdna	bxdumana
bibabelekho	bibabelecho	bobanelekhi	bibanwoekho
wayiyikina	wayiyikinau	wwyiyikihq	wayigikina
n'akhuwambiile	n'aktuwambiile	n'akvuwahbiule	n'akmhwambiile
iyakholebwa	iyakhohebwa	iyakhklsbda	itqkholebwa
khukanikhakho	khbkanikhakho	khykwnikmxkho	kjukqnkkmakho
bekoomba	bekoomba	bejoikba	gekoomba
khabi	kxabi	khwbi	phani
khukumisa	khukymisa	khjkjmiss	ktuknmisa
sishamanyikha	sishamanyikhs	zisgamanyikga	sixhamanyokha
warawo	xarawo	earaao	wagdwo
bikholatsaka	bikholatsakw	bikuloxtsaka	bikhomafczka
talitha	tslitha	galitha	talitha
mwiloosela	mwildosela	jwiooossla	mwilooqeos
sanduko	sandukou	ewndyko	xansuio
aboola	aboolo	sbpola	abooox
ukhosesa	ukhosesab	jktosesq	ukbosfsq
bamuwambilamo	bamuwambilamc	tzmuwambilaho	fakueambilamo
mwambasilisa	mwambasilksa	bwamgaeilisa	mwamvasikisa
mwana	ewana	kaana	keaja
mulibonekhela	mulibonekhera	mumibigekhfla	nulibobekhelw
babalomile	babalomiue	babqpomime	babxpomole
wakiwa	wgkiwa	wakkda	wakisa
shakukuulibwa	shakukualibwa	shxkukyylibww	sjzjukuulibwa
muno	iuno	kuho	jugo
mwiliindatsake	mwiliindatsace	mwopiinvatcake	mwimiindwtaaks
waŋoonaŋoonela	waŋoonaŋoonela	waŋponqŋoknelx	wxŋoinaŋoobela
tsingokho	tsingtkho	tsimgonbo	tfingouho
mubeene	mubeenm	muvgene	mubfegr
khureme	kwureme	kmjeeme	khursje
kamuwamo	kahuwamo	nabuwamo	kzkiwamo
khukhalila	khukhalilf	khukhallmq	jhukhalila
wabarangilila	wabarangilila	wafsfangipila	wabatangiluls
barokelamo	sarokelamo	bwdlkelamo	bdrokelsmo
wamurangilile	wamcrangilile	wamudxngupile	wqmursmgiljle
ingali	ingals	ijgalm	unyalu
babakhupa	nabakhupa	babauhjpx	hahakhuka
khukhwoolela	kxukhwoolela	kjkkjwoolela	khulmdoolelx
bakwalaafu	bawwalaafu	banwalaavu	bxkwalaqfi
abibalooselekho	abibaloojelekho	abibalooswibkto	anihalokseoekho
umwiimbi	umgiimbi	umwjymbi	umwkikbi
khubakubyeenga	khumakubyeenga	lhjbzkubyeejga	khubwkknjfenga
wafwana	hafwana	wsrwanq	wafdwnx
mwirekefu	mwirekefy	mwidejefu	mwirekefu
asiikhe	asiikue	qsiimne	zslikye
babalekha	babamekha	bsbalekhs	babwlwkhq
umwaayi	ummaayi	unawayi	uhwaajo
khuteekha	khuteqkha	kbutdekga	ohkteekhz
khukhwiyokesanisa	khukhwiyokesanjsa	khukhaiyoiecabisq	hhiuhwiykkesamisa
khukhwikhamo	khukhwikhamog	knykhwikhsmo	khukbwlktamo
khufuurakho	khufuurakxo	mhuruuralho	kmufhjranho
uwabareewula	uwabareequla	uwxbardfwjla	uwabwrewqkla
mubonekha	mdbonekha	jubonwkma	bufonekha
imbakaanise	imbakaanise	imbakaakiss	inbalsanisd
uwabakobosa	uwablkobosa	uwabamohlsa	ueabakofpsa
alyokesanisilakho	alykkesanisilakho	akyokedanysilqkho	alyooessnusokakhk
bakitubaasilemo	bpkitubaasilemo	bakitibazsklehk	nakithbaasilejk
tsana	tsana	tsamx	faana
buri	burr	hurl	birl
lwekaliwilewo	lwekalioilewo	leekzluwileeo	mwekaoiqilewk
khuwana	khuwmna	jhuaana	khywanq
khulimenya	khulimeqya	khulinsnua	khjkimenta
babayile	batayile	fzhayile	babztioe
n'arekeeresa	n'arekeevesa	n'arwjeerrea	n'areuerreaw
likhumi	likqumi	lkkhkki	liktuki
bakhurekeeresa	bakhurekeeresf	bakyurenfetesa	bakhuyekefresx
bababililitsake	bababiuilitsake	babqfililitsalt	bqbabiluoutsakd
kaame	kaamer	kaske	ksanw
wabwe	wabwa	wqfwe	wabwe
alimurusakho	alimufusakho	wlunurusakhp	zlimurksakhk
isoolana	isoolanf	osoolzga	ieookanx
s'ikhulomele	s'ikhulomble	s'ikmullmepe	s'ikhulikeie
mwiwuume	mriwuume	nwiauumf	mqieuuje
bashimanye	bashimanxe	bashjmanye	hwshimanye
yabakhalasa	yabakhalpsa	jabakbakasa	tagakhwiasa
alitaambisibwila	alitaambisibwika	alitasnvisobwila	slitaajbicjbwila
bifuusi	bimuusi	blfuusm	bicuysi
wesuta	wesutp	sesutx	weskrw
bubukhatengasibwa	bubukhatenzasibwa	bubukhztfhhxsibwa	bugukhafenfzsibwa
ikhukhupilisa	iehukhupilisa	lkhukhupkplsa	ikhukhupimusa
baluwa	baluwa	vapkwa	naluwz
alibuwonesa	xlibuwonesa	aolbuwinesa	alivjdomesa
khashuukha	khashuukna	khzshuunhz	khaquuukya
wamwiisa	wamwinsa	wajaiiqa	wajwiiss
banaanu	bahaanu	bznazju	nansanu
khaatsya	khaatsna	khzatsyw	khaxrsha
wakhamiitsa	wakhamiitsau	wakjamiogsa	saktamiitsq
italiya	italiyax	itqliye	iyaliyz
khufwana	khufwanr	khufwabs	khygwaja
tsinieniesi	usinieniesi	tsknietiesi	tslnirniesu
mulifuna	muliduna	muljfyba	mullfugz
khukhomana	khbkhomana	iuukhomsna	kuulhimana
ikhakwa	kkhakwa	ikhakwq	ikhaoqz
wabalikhila	wabalikhilax	wabalokhims	wafamikhija
sibaamumanya	tibaamumanya	sinxamuhanga	sibashumajta
barawo	barapo	bararp	bwdawp
bibibawambakho	bibibawaxbakho	nivibaaambqkho	bibibswamgakho
barusawo	blrusawo	harusawk	baruwaso
heli	helv	grli	hali
babamurya	babumurya	babxmuryx	habsmueya
narumanisa	narumanisaj	naruyanisq	barumanlsa
khumurakho	khuturakho	khukurqkgo	ktukurakhi
ikhabi	ikhabiq	okhabj	ikuank
bawakha	bawafha	bqaaiha	gawsiha
sibatyabiile	sivatyabiile	sibatyaboule	sibatyabiils
shishiitsya	shissiitsya	shishjitsha	smishoutsya
bakhenjila	bakhenzila	fanhennila	bakhwmjila
uwiyakhilwa	uwiyakhilwg	ueuyakhilwx	uwijamnilwq
bikali	mikali	himapi	bimwlu
ukhamanyile	ukhauanyile	ukhamzjyike	ikhamxnkile
ukhakana	ukhalana	ikhakqna	ukhwmanq
bikhakila	bikhpkila	bikhakims	vlkhakila
ukhamanyakho	ukfamanyakho	ukjqmahyauho	kkhakanyaoho
imbokese	imbokesx	imnkkrse	imbokfse
nakhila	nakhiea	namhjlz	nsmhila
babaleekela	babaleekeya	bqbalwekfla	fafwmeekela
berobolela	berobocela	bwrkbklela	beriboosla
ubiloma	ubiloqa	ubiiimq	uvillma
ukhalirekeeresa	ukhalirekeeresk	kkgalierkeerwsa	kkhslirskerress
lyaniina	lyaniing	pysnikna	lyanoinq
khushiili	khusheili	khusniilo	nhushiilu
n'abona	n'aboea	g'abonz	n'abkna
unekyela	unekymla	jnemyelw	umeuyela
wabirawo	wabirado	wabidafo	wabirafi
limuloma	liduloma	limullja	lumyloma
lwamalatana	lwamalatani	mwqmalatanz	kwzmalatanq
nakalukhile	nakalukhilef	nakzkukhkle	bwkalukhile
ekulawo	ekulawox	egulawl	ekulark
biŋooneŋoone	biŋooneŋoona	biŋooneŋopns	biŋoobeŋlkne
khuronakho	khuponakho	khudknanho	kturonxkho
asibiilisile	asibiilisife	awiviillqile	asobiikizile
khwabakaambilila	khwabakaambslila	khwabzmaajbilila	lhwabakasmnioilq
biliitsa	bhliitsa	filiiyaa	biluitsc
khumureebelesa	khumureebelera	kyumyreebelesa	mjumurwebslesa
bikyeekhe	bikyekkhe	bukyeslhe	bikyeekke
niyikila	niyikilas	jjyioila	nigikios
umujulisi	umujueisi	uhijulksi	ymujuliqi
mwalekhuulibwa	mwalekhuulibwao	mwaofkbyulibwa	hwaleihuunibwa
khumooyana	khumfoyana	khjnooyaja	khuhooywna
balala	balaka	haozla	balaks
balukha	balxkha	bakukhz	gaiykha
iyawangu	iyawanguf	iyaqangj	iyazangu
kaabyo	kaaboo	kszbyo	kaxbjo
bipatu	biwatu	bipwyu	holatu
kalimo	kaaimo	kaoimk	kauijo
wamenyatsaka	wafenyatsaka	wamenywtsauw	aamenuqtsana
ahesa	ahesau	ahrxa	qhesq
bamenyamo	bamenyaso	bqmebyaho	famrnyamo
nakuwanayo	nakuganayo	nakywamzyo	namudansyo
bukusi	bnkusi	yukusl	fimusi
nandikhuweele	nandskhuweele	nzndikhuwdrme	nandikhkwsepe
mwabuusanisa	mwabuusanipa	mwabhusamlsa	mdzbuusznisa
shifwaabi	shifwaabih	zhkfdaabi	chifwaafj
uloomba	ulromba	uloojba	jlpomga
khukhwinyindaalila	khukhwinyindnalila	khykbaibgindaalima	khjkhwogyingaalila
kamakuma	kamakuva	iahauuma	ianakuma
tsinandaafu	tsinansaafu	rqinahdaafu	tsimajxasfu
mikaati	mzkaati	mokawtl	khkaati
khwefwe	khwefwep	mhasfwe	khwrfee
mwiimbe	mwiifbe	mwhimve	mwikmvw
beeba	neeba	beeca	bdeba
wakobola	sakobola	wakpbkia	wakovila
kumukhelekho	kumukhelekhoo	nhmukheiekhk	lumukuelwkho
khunyoolela	phunyoolela	hyunyoolela	nhjnyoolela
bashibona	balhibona	baxhobona	fashihona
bagerasene	bageraseie	bzgeeaseje	bxgerqssne
mulinyoola	muninyoola	mulonyoils	julinyooka
muliweebwa	muliweebwac	muliwefbeq	muluweebws
bibibasitowela	bibibasieowela	vibihawotowela	bigibqsutiwela
byonakisibwe	byojakisibwe	byonwkiqugwe	byonakksugws
akhurakho	akhurkkho	akhutaogo	akbjrzkho
shishaboolakho	scishaboolakho	shiehanoolaiyo	sgoshaboklakho
ruse	rsse	rusg	ruqe
wareera	wareesa	wattera	dareerq
shamukholikhakho	shamukholikhakho	shsmgkholikhanho	smajykhplikhakho
wekhalakho	wekhalakhoy	wektaowkho	wekhsmakuo
shisiintsa	shisiinqsa	qhksiintsa	qhieiontsa
arusibwakho	aruslbwakho	arusibwzjuo	arusofaakhl
bwarusibwa	bwbrusibwa	bwsrusubqa	bxarisibwa
bubwiifwi	bubwivfwi	gunwiifwu	bufsiigwi
khushuukha	khushuukhl	khushuykha	khushiukhx
simwakhusomatsakakho	simwakhusomatsakakhos	simwzktusomatxamamhl	simdapyusomatsauaihl
bakhuupe	bakhumpe	gakhkupe	bakhuupr
liliba	lilibav	looina	miioba
babaalifuna	babaalifunal	babwwlifuba	babzaoifuna
khubiyikina	kwubiyikina	khubiyinina	kgubijikins
sibabibonakho	sibabrbonakho	sibahlbonakhp	xibwnibonakho
nawamba	nawagba	gaaqmba	naeemba
khubawandalasa	rhubawandalasa	khhbaesnralasa	uuubawanfalzxa
abyaala	abyaala	abyzapq	abyzwla
urobole	uroboler	urpfkle	urobojf
baara	paara	bxzra	bxqea
khwilayo	khmilayo	khwulxjo	ohqilayi
alekhe	almkhe	wlelhd	alektw
ushiloma	ushiloaa	ushiokka	usholoms
babafukiilila	babafukialila	babacumiiiipa	bzbafukioliiq
mwabatisibwa	mgabatisibwa	mwabwrkcibwa	jwagatidihwa
bye	bym	bhe	hyr
aloselakho	aloselakhon	alosslalho	alodwlakho
muwulilise	muwuqilise	muwulllisw	muwuiioisd
mubimanyile	mubimanyole	mubkmanyils	hubikagyike
baama	daama	vawma	bzxmw
mwikontselela	mwikontsevela	mwikontaelfoa	mwinlntseleos
khuliindakho	khuliijdakho	knuliindanyo	ktuliinwalho
bamalilisi	bamrlilisi	gahalilisi	hamallliqi
n'arekeerese	n'acekeerese	j'arekeegsee	n'areiesrese
indiwambila	indtwambila	indkwxmfila	jneiwambjia
shoolelela	shiolelela	zhoolwlwla	shioowlela
khubakobosa	khubakobosar	kmubzkoboda	kfubwkobksa
wafukiilisibwa	wafukiilisibxa	wafukiilicohws	wwfukiiolsivws
mwandolelela	mwandolylela	mwansoleodla	mwsndolelroa
bangangulule	bangangululg	bsngangnluld	hangxngulule
awambibwa	ahambibwa	adakbibaa	awambimwx
mwareere	mwtreere	mwwgesre	mwqreetd
ingwe	ingweq	innae	ingaa
ufukiilisibwa	wfukiilisibwa	ueukiiliskbws	ufykillisibwx
kwaboosha	kwabooshan	kwabllsha	kwqbkoshw
uwumambilekho	qwumambilekho	uduhsmhilekho	uwknambipekhk
sinambaasa	sinamtaasa	cimambaqsa	qunambaasq
ulye	ulme	uihe	ilye
awangasibwe	awangssibwe	wwangaqivwe	qwangaslbwe
khuraambisa	khuraamaisa	khuraajbixa	khudawmbhsa
kharura	kharurah	kharjra	kharyew
wako	wsko	wako	wwki
bakwaare	bakwaage	bsjwasre	baiwaade
kuno	kuns	kugi	nuno
umukuumba	umrkuumba	umunuhmbz	hmukuumya
umuwali	umuiali	ujuwxlu	umuwaok
indilile	inmilile	lnfillle	indillle
indule	indnle	ibdukf	lndupe
uwaŋali	uwasali	uwzŋqli	uwaŋali
abaloombele	abaloombewe	abxlokmnele	sbaloomeeoe
byamwo	byamwh	bjzhwo	fyajdo
wewulila	wfwulila	weajljla	qfwjlila
babakhalifwa	bamakhalifwa	bcbanjalifwa	babakhwlifaq
bakhabalaangatsaka	bakhabalaangatsakay	bakbagzlaanratcaks	nakhabalaangqtaaos
mumbone	mumbohe	munbone	jukbone
shishibeleyo	vhishibeleyo	shisgibepgyo	shjsvibepeyo
beyaangalisa	beyaingalisa	beyaagrapica	negaamgalisa
bikhulu	bikhllu	bimhumi	bhkhulu
lilyaronebwakho	lilyarohebwakho	llluadknebaakho	puphatonebwakho
khukyendesa	khnkyendesa	khukyeodesa	kbjoyendesa
hosana	hfsana	hkzanw	hocsna
n'akanikha	n'akanikhaw	n'akqnikyq	b'akxnjkha
bubwarama	bubwarami	bubwadama	bjbqarzma
nakwo	nbkwo	nakwo	nquwo
khubuya	khubuua	khmbuja	khubjys
noneka	nonekat	noneoa	nineka
uroora	uroora	urjora	urkoda
khubakholela	khubaiholela	khkbakholfua	jhugaknolels
weetsa	weetsax	seetzw	weefda
muryeena	muryemna	nuryfena	muruwsna
bakaanila	yakaanila	fakaagils	bakaabils
lukhaabe	lukhmabe	lukjaand	lkkhqafe
khufwa	khpfwa	iuuewa	uuufwz
muramayo	muvamayo	muranati	mlramayo
s'abuumbiwa	s'wbuumbiwa	z'abuumbiwa	a'zbuumbiwx
shifwo	shifwo	syieao	chlfwp
khubiimba	khusiimba	khubuumga	khubpimfa
n'akheyakhila	n'akheyxkhila	n'xkgwyajhila	n'akhegqkjkla
shabaloma	shabaloma	stabwlima	shabaoina
amusuubisa	amusuubusa	smjsuybisa	akusuuniwa
munyele	munyele	uunyepe	junjeoe
balishilomakho	balishilomakht	bwllshklomwkho	vallxhilomakhl
alekhuulibwe	alekhuulibwee	smwkhuulivwe	wlekbuuolbwe
mwiyange	mwiyangw	mdiyzngd	mwiyange
bekhuula	bekhuulh	hskhujla	vekgjula
khunyoolayo	khunyoolayoo	ihunyoolsyk	khhnyoolago
abuyila	abupila	abhyolz	abuuilw
bisiro	bisioo	gisiti	biqiek
wakhurereere	wakhurereereo	wakhjdrrfere	eaknjrrreere
uwawulila	uwawblila	kqawylila	iwawjoila
beweentseleyo	bewevntseleyo	bxweentceleyk	besednfseleyo
bonaki	bonaki	hpnakl	gonxki
wabira	tabira	wabidw	wqhkra
bujulisi	bujulidi	bujukuei	bujklisi
ikhuliyile	hkhuliyile	ikhuluyiie	ikgulihile
nahumu	nahpmu	gqyumu	nagumu
bakyalakho	bakyalakhr	nakywlalho	vakyslakto
intsikule	intmikule	lntsikulb	intsuuule
balisaaya	balwsaaya	valkssaya	valosaaya
bibikhuyila	bibikcuyila	bibikhyyila	bibikyyhila
wekhaaleyo	wekhaafeyo	wwkhaxoeyo	seuhqaleyo
balomile	bagomile	bwlomile	balomime
sitoyiki	sitoyqki	sitogiki	sitptlki
shikhalimuyila	shikhalcmuyila	shikbzlimyyils	shikhaojmyyila
balobi	kalobi	bqllbi	gamobo
iwunya	igunya	iwjjta	iwinga
mwibiikhile	mwibinkhile	mwihiilgile	maibijkhilr
likiboole	likibooles	likiblplr	likibpolf
wakalusa	wskalusa	eanslusa	qakslusx
aliwamba	aliwamba	qliwxmba	smiwxmba
nababoolele	nrbaboolele	nabavokleie	nzbabplleoe
wamulekhuula	wpmulekhuula	wabuuekhuula	sahulekhuuiz
sibuwambakana	sibuwambakkna	sibuwwhbzkanx	sibkwsmbakxna
khukhwiyembelela	khukhwiyembelhla	kmukjwlyemhwlela	lnukhwiyemfdlepa
sinanyoolayo	sinatyoolayo	sinanykplayl	sinanykllwyk
amiitsa	amiitla	ajkirsa	amoitsw
mushilo	mushiao	mushllo	kjshiio
khulekhuulibwa	khulekhuulibwl	khilfohuulibww	khhlemmkulibwa
khukhukaniwa	uhukhukaniwa	khumhhkaniwx	khkkhukanpda
siwareebwa	siwargebwa	siqaeeebwa	siwatrenwa
buumbi	buumbf	bkumhi	bhukgi
keenywe	kcenywe	jeenuwe	kdenywf
mwaloomba	mwaloqmba	mwwloimbw	mwslokmfa
khukosaasa	khukxsaasa	khukksazwa	khukpssawa
alyawukhanisamo	alyadukhanisamo	amyawykusnisqmo	alyafikhaniwaho
kumwikule	kumwikute	kumwikipd	munwikuld
mwakhakakho	mwakhakakto	maakhakaihi	jwxkhakauhk
khuwoonga	khuwoongh	kmkwoongz	ljywoonga
khufwiiti	khufwiiwi	ihudwiihi	kbufaiifi
mweenemwo	mweeneqwo	mseenemwp	mwefnekeo
bamubirisaka	bamubirisaka	bsmjbiriqakz	bamubjdisakz
abareewula	abaremwula	agareswupa	afareswula
bitaru	bataru	notark	bkgaeu
khuwanyaka	uhuwanyaka	khuwanyzka	khjwamyaka
eberi	eberj	ebetj	ebdrl
bakhaabisa	bqkhaabisa	vakjqabisa	bakmxabisa
siyaba	siyata	qjysba	zouaba
wabonakho	wabonakeo	wabinakyp	wzbomwkho
namuwa	nwmuwa	namiwx	nakuwa
watubaasile	watubaasiwe	watuhaaeioe	watubwasiiw
mukhwambaasa	pukhwambaasa	mjktwambaasa	mknhwamvaasa
butoro	hutoro	bktoyo	njtori
shibeyaangisa	shtbeyaangisa	shibrusangisa	shibwyawngosa
wahesa	wahest	wwhedw	sahssa
bowazi	boiazi	bjwazo	boqazi
alikobola	alikobolas	alkklvola	wliuobola
babawaneyo	babawanoyo	vahaeaneyo	babawwnzyo
bamurumanila	bamurumamila	bamkrimwnilw	famjrunanima
ulyoolisa	ulylolisa	ulyollixa	ukyoolicx
umutuufu	umntuufu	uuutuufi	umufuhgu
uwakaanisibwa	uwakaanisibwr	uwaksznisubwx	uwakaahisphwa
n'asilisa	n'asifisa	b'ssilisa	n'xsoiisa
barekeerese	barekeerete	bcrdkeerese	barskrsresw
anduma	andumas	anruma	wnduna
babalaange	babamaange	fsbqlaange	babaiaqmge
wenyukhilakho	wenydkhilakho	senyhkyllakho	senyuihulakhi
khuwabilwa	kmuwabilwa	khuwsbolwa	ihjwafilwa
banywa	banywb	banusa	bsjywa
isiifwe	iaiifwe	isiifwe	jsuifae
s'arawo	s'xrawo	s'qdawo	v'xrawo
nasho	nksho	yasho	nwcho
amwokesana	amwokesqna	anwokeaaha	amwokrsaua
khukhwiwuuma	khekhwiwuuma	khkkjwiqujma	ouukhwiwuumz
bibyabuumbibwa	bibygbuumbibwa	nibywbuumbihqa	nibyabiumnihda
khubonesebwa	khufonesebwa	mhunobesebww	mhiboneszbwa
ŋaano	ŋaani	ŋaano	ŋaxnp
afukiilila	afukiilils	afuuiulkla	aeukillika
banikina	bhnikina	banilijz	bqnikimq
khaale	khagle	khqale	khaaoe
aliitsya	aliitcya	zlpitsya	akiitxya
n'imbuka	n'imbuba	n'jmbhna	j'lmbuia
wabekusile	wabekujile	wabekiqile	wabekuxike
shikelemeesi	shikelbmeesi	qhikeormersi	qhikelsneesi
andekha	asdekha	amxekhx	aidekua
khuutsyayo	khuugsyayo	uhiursyayo	khuutwuayo
ukhukaba	ukhukabc	ukhukaha	uuhuosba
khakhekule	khakhekulez	uhamtekule	khwkmekile
wananikha	wanpnikha	wanakikhz	wamamikha
sitefanasi	sitefanani	sirrfanwsi	eiteranaso
kidironi	kidwroni	iidiroji	kidoromo
khubonekha	khubonekhc	kbubonejba	khubohekha
shakholikhile	shadholikhile	shakuimikhile	shwoholumhile
sibabonekhakho	sidabonekhakho	sibzdogekhakho	sibzhinrkhauho
ashomela	ashomola	sshomeix	ashlmela
s'eyikhoyesa	s'eyikooyesa	e'eyikhkyese	s'eyikboydss
bulwaale	bzlwaale	gumwwale	bupwzale
ukhwisamo	ukxwisamo	ukbwisaho	ukheiswko
nashiryo	nanhiryo	nasmieyi	nxsjiryo
bukana	bukaua	bukxna	bynaja
beere	becre	beerd	trere
belooselayo	belooselafo	bsloosslqyo	beloofelayo
tsinyene	tsxnyene	tsigyend	gsimyene
wisaayatsaka	wisaayatsata	diszaystsaka	wisaatatcakx
bibikhwakhila	bibiahwakhila	bibiohqskhkla	bibimhqamhima
naini	nvini	naomi	mainj
shiliitsa	shiliitba	ahiloitsx	sholiiysq
babaramile	babaramele	havaramiie	habarakilf
liwolola	liwolfla	lisopooa	lidololw
bwiimbi	bwiiobi	nwiikbl	vwiimbo
khumunyoola	khdmunyoola	mhuhunyooka	khununyopka
bikala	bikalae	voiala	bikama
mwafukiilila	mwafukiililaa	mwafuniipila	mwafukliiils
uhesa	uhesv	ijesa	uyssq
mwabira	mwabixa	mwxnkra	mwamira
uwanyala	uwanyalar	uwanhcla	uwenyala
khukhwikhoyela	khukhwikhjyela	jhuknwikgoyels	khukhwikboyelx
bakyeendelakho	bakyeendeiakho	vakyeemwelakuo	bwuysenddlakho
ikhuloombelakho	ikhuloombelakhoo	inuykoonbelakho	ikhuioojtelakhl
muwulilisane	mwwulilisane	muwuoioiaabe	muwulilmaane
warurire	wdrurire	waryrird	eagutire
eloi	wloi	emoj	dloi
wakhaliile	wakhaliilej	wauhaliold	wakhaliilw
khwiise	khwiiseu	kywiksd	jhwkise
bibiitsya	bibiirsya	biniitwya	bihijtsta
lyayila	lyayica	lyagils	lyaiilz
mumuuli	mumiuli	mumuiii	mujukll
khukhusiinga	kpukhusiinga	khukhiwiinga	ktunhusijngz
tsikhele	tsikhelet	tsikhdue	fslkhfle
mbabona	mbaboja	mfzboba	jbabofa
alibaboolela	aljbaboolela	qlibabooleow	alibafollepx
ubarusiwilekho	ubarusrwilekho	ybatusjdilekho	ubarusisikekgp
babaawulila	babaawunila	mabaawuiila	babaawuliia
mwawangasiwile	mwawangasifile	mwaeangasiayle	nwawwngasirild
bandaayase	banjaayase	banvqayasf	nabdaayzse
baloondelele	baloondelels	bxooobvelele	baioondeoflr
ilyoola	ilyoova	kiyooma	ilboolz
ukhanyala	skhanyala	ykhanhalz	ukhanyapz
babekyelile	babekyelwle	babekuelild	babeiyslike
mumanyile	mymanyile	kumanyilw	mumanyjle
n'arura	n'arcra	n'awurs	n'qgufa
atimisa	ztimisa	ztikjsa	aromiss
ekhalila	ekoalila	ekhwlklx	ekhapioz
bububaboolela	bububaboolgla	bubuhabpoleoq	bububabooiwks
ingokho	ingikho	inglluo	ingojhp
yerusalemu	yerusaoemu	ysrusakrmu	uwrusalemj
wakhabyaala	wakhabyaalac	qakhabyaala	wajhabuaaka
bamwakaanila	bamwzkaanila	banaakaamila	banwakxznika
urekeeresa	ureseeresa	urekwsrewa	jrekferesa
bakhala	vakhala	bsojala	nalhama
mwandikanile	mwandikangle	mwagdikamulr	jwanrikanjle
ubelewo	ubclewo	uneoewp	hbeleak
naboolesa	nabnolesa	nwvoolssa	nabolmeea
muŋoonaŋoone	mupoonaŋoone	jkŋoonwŋoone	jkŋoonaŋokne
muliiba	mupiiba	mulimba	mypiiba
khukhwolisila	khukhwblisila	khukhwiloskls	khiohwllisila
nikhala	nikhaba	nikbzlq	nykyala
bwakha	bwakhak	faakma	bwwmga
kukwaŋoonewaŋoonewa	kukwaŋohnewaŋoonewa	jykwsŋoonrwaŋponewz	kukazŋoinewqŋoondea
khukhwiilayo	khukhwiisayo	khunhwiulqyo	khukhwkilaho
iwanga	iwangah	iwanha	ksanga
akari	akarim	ausri	sksgi
diyonisiyo	diyondsiyo	dihoniauyo	diyonjsiup
simwasomatsakakho	simwasomatsaklkho	sikdasomatsskwkhp	simwaflmatsakakup
bashaabwe	bashaakwe	nashaafwe	fashaanws
sangaalo	sakgaalo	sangaxoi	eanraxlo
uronele	uronelek	uglhele	yeomele
banuuli	banuulic	fsnuuli	naguuoi
baboolela	babooleza	vabooleoa	bahiklela
babalaangibwa	babalaangkbwa	uabzlaangibaa	babaoaqntibwa
kwahanyiinya	kwamanyiinya	kwsbanyionua	kqahanyiijgz
khwelala	khwelaoa	khqelaka	nhwdlala
nawonesele	nawmnesele	haaobesele	nawinesdpe
ninakholesa	ninakholesq	minakhopesw	ninakhulesd
mulisangaalila	mulisangawlila	juljzabgaalila	muliqwngaaliix
afukiilile	afukiilple	afkiiiiile	afujiilile
yeneeyo	ywneeyo	yfneeyo	yeneejl
bamufukiilila	bamufukailila	bamuvuliipiia	gamufumiililz
yatsukhiwa	yatsufhiwa	yahsikhisa	yatsukhlwq
n'abatsaka	n'abadsaka	n'abxtsska	n'abausaka
babasubizibwa	babasubczibwa	babasubizuvqx	babaskbizybea
bibyakholewela	bibyrkholewela	jibyakholedela	bigyakhkmwweia
italanyi	italazyi	ktwkanyi	itakajgi
baraano	jaraano	garaagk	batxano
shiwikhoyela	syiwikhoyela	shjwukhogela	shpwiuhiyela
arumana	ahumana	qtumaja	arunanc
balilosela	xalilosela	bqliloseos	nalihosela
khululolamo	khulueolamo	kjulilopamo	khulilomahi
shonako	shpnako	ajonqko	snpnxko
papawe	papawf	kapadd	papxwe
tsaabo	tsavbo	tswzbp	tewago
butsowe	butscwe	butqkww	birsowf
betsulawo	zetsulawo	betdularo	gftdulawo
ikyo	fkyo	iuyi	ikyk
litweela	litweelaj	litwesis	kjtwerla
awandalase	awandamase	aeanralxse	adagdalase
kakabisibwa	kakabisibxa	mxkanisibwa	kskwgiwibwa
alirusibwa	aligusibwa	alkrusibwq	alorusibsa
uwikhalilikha	uwikhalilikhn	uwikyamolikna	udikhajillkha
liilo	jiilo	piill	lkiko
weyaanga	yeyaanga	weyaamga	deyaanna
babuyila	babuyilc	bahujipa	gabuyila
khukabananisa	khukabananisat	khukabanahusa	uhukqbananusq
s'aliyakhilwa	s'aliyaghilwa	q'alijakhklsa	e'aliyakhildx
