n'atugamba	n'atugambay	n'atugshga	n'atigamba
g'omulyango	ghomulyango	g'omulyxggo	g'kmuoyanro
adoniya	ldoniya	axonuua	adoniys
ekikolwa	ekikomwa	elikolws	ellkolwa
awonye	twonye	awonje	awingf
n'eate	n'eateq	n'eauw	y'eqte
olye	olyj	okue	olve
oluyitibwa	xluyitibwa	lpuyiyibwa	iluylhibwa
walina	galina	aapuna	wqluna
okuzingizibwa	okuzizgizibwa	ikusingizibwa	okuzimgiaibda
bw'oyo	bw'ovo	bw'oto	bq'oyl
eby'obujulirwa	eby'obujulicwa	eby'ohujjlirdz	eby'obijuljrwa
asoose	aioose	axpoee	ssoosv
anaafuganga	anaafqganga	anzafugqngw	abaafhhanva
musomoke	mosomoke	mysonome	musokkue
luufo	luufov	lkhfo	ogufo
okuyigirizanga	okujigirizanga	okutigiriaqbga	ikutigirixxngx
ng'akaabira	ng'akaabirx	hg'akaabpra	ng'alwabirs
bakwagala	bfkwagala	baiwqgalq	bauwzgapa
ow'ekkanisa	kw'ekkanisa	ow'eomanlsa	ow'ekkqnisw
mwagala	mwalala	mwsgaka	mwagalx
asibibwe	asiqibwe	acobinwe	asihifwd
lunaku	lgnaku	lujalu	lygaku
obw'ekitiibwa	oiw'ekitiibwa	ogw'rkituibda	ogd'dkitiivwa
mutikka	mytikka	humikka	muyonka
w'ebiwaawaatiro	w'ebiwaawhatiro	s'eblwaawaatiro	w'ebowaaeaahiri
liryoka	liryokak	lirykga	llryoka
yabakyawa	ywbakyawa	ysbakgwwa	yabckyawa
ebyasinga	ebyasinga	dbyaskngq	engasunga
sabbiiti	sabbiixi	sabbjiro	zabnuiti
ery'okujaguza	ery'okujaguya	fry'pkujaguaw	eru'kkujagyaa
kiddukiro	kimdukiro	kiddyliri	kivdumifo
babasiba	babaviba	bwbaciba	gabzsuba
zeddekiya	zeddjkiya	awddeliya	zeddeiijs
engazi	entazi	engsai	eygazk
okukima	okgkima	olhkika	llukimz
owulire	owuliwe	owulive	kwilire
munaanywanga	gunaanywanga	munxanydangd	junaanywwnts
yabuulirwa	yabuulilwa	yabuulurws	yavuulidda
muwuliranga	muwulirangau	muwujkranga	mywulidanga
amuggya	amuggyx	amuhgha	amiggtw
n'abawandiikira	n'abawhndiikira	n'abswabsiiklrz	b'abawwnduikiga
busibiddwa	busibiddwau	buzibidwsa	bucibkddwa
bw'akuza	bwrakuza	bw'aokzx	bs'akuza
yaaziya	yaaziya	ysazijz	yxaajya
nabaggya	nabaggyu	nabwrgha	nqbaygga
ekizitowa	ejizitowa	skizitiea	ekizitkww
bangeza	bsngeza	bwnhezq	bwngwza
olw'okuliirako	olw'okulixrako	olw'okhliuraop	opd'kkuliirsko
olw'omwoyo	olwromwoyo	ilq'omqoyo	ope'omwlyo
ng'abalindirira	nghabalindirira	ng'abzlindirirw	ng'zbapindkrida
gy'ab'amagezi	gy'as'amagezi	ny'ab'amavezi	gy'ab'amwgazi
n'ataleeta	n'athleeta	n'ayaleeta	n'xtalertw
alagidde	alagiddep	alxyldde	alaglsde
okumponya	okucponya	okumlomga	okigponya
mulwanyi	mulwanyip	mhlaznyi	tulwanyk
balikaaba	balakaaba	bakikaara	bslikqabx
omusazi	omjsazi	onusazi	pmysazl
bwakabaka	jwakabaka	bwakwbans	hsakagaka
n'abalayiza	n'abalayizad	n'abxlayoza	g'anaozyiza
bookya	bookyab	fokkys	hoojya
tusobya	tpsobya	tualbta	tuskbga
y'ensozi	y'ensozi	y'ehsizo	y'enxpzj
basuuliddwa	basuulcddwa	baxuulidwwa	bawuumjddwa
dina	dinae	runa	dihx
aliteeka	mliteeka	xoiteema	alkteens
n'abanesinimu	n'abanesinihu	n'qbznssimimu	n'abandsinimu
ebijiiko	ebiwiiko	evijiill	ebkjuikp
nziyawo	nkiyawo	jzijawp	bziyaso
gw'awa	gw'kwa	gw'asx	gw'aex
ndiwoleza	ndiwoleba	neiwlkeza	neiwpleza
kityo	kityh	kktgo	mitho
n'omuwala	n'omuwalas	g'omuqapa	h'ojuwqla
tansaanira	tansacnira	tansaankfs	tanssxnira
omuzito	omuzitm	ohhzoto	onjzjto
gemaliya	gemaliqa	gemwpiga	gemaluyq
mukkirize	mpkkirize	mukoirixr	mjkkirizr
eritalina	ewitalina	dyitalina	eritzlihw
ery'abasajja	ery'abashjja	efy'abazajjz	ert'abasajjq
abatamiivu	aratamiivu	anataniifu	zbatamiidh
osomoke	osomokei	osomoks	osomole
mumpulire	mumpulbre	kumpulkre	mumljlkre
lwonna	lwonny	lwohva	ldomnx
naggya	nagsya	nagrua	jaggja
naleeta	naleela	jaleetc	ncmeeta
towaayo	towaaye	hoeaayp	fowaano
ndiyimba	ndwyimba	mdiyjmbq	ndjykmga
balikeŋŋentererwa	balijeŋŋentererwa	bwlikeŋŋenteefrwa	balkkrŋŋegferedwq
ky'otulayizizza	ky'otulayirizza	ky'otukayiziaxa	ky'ohujayizisza
ekisiikirize	ekisiikiruze	enisiikirizr	rkisuikiruze
n'okusala	n'okcsala	h'ouusala	n'lkyzala
guliggwaawo	duliggwaawo	gjligywawwo	guluggaaxwo
eddamu	sddamu	eddqhh	wddzmu
olw'omuliro	olw'ovuliro	olq'omuiigo	olw'oijluro
yayimusa	yjyimusa	hayumysa	gayimuss
eyateeka	eyateekm	ehatceka	eyatermw
ekyakwekebwa	ekyakwykebwa	ekyakerkebwa	fkyakeekebsa
oleme	olemy	ilene	oowms
kigazi	kigazic	ykgazi	kirwzi
ebisiba	ebisiby	efisofa	ebidjba
n'amuyita	n'tmuyita	n'amuyutq	n'ajugitw
gy'ekibuga	my'ekibuga	gy'ekibuga	gy'ekkbuga
azikirira	azikirirak	qaikirjra	asikueira
wabe	wabk	dage	wabe
kekerasa	kekerbsa	keuerase	mrkeeasa
banattiranga	banattisanga	bwmzhtiranga	banattigangs
nnandikuwadde	knandikuwadde	mnanxikuwasdw	nnamsikhwadde
y'abo	ykabo	y'zbk	y'xbo
nnyanguwa	nnyangiwa	nryantuwa	hnyanguax
yeerabidde	yedrabidde	yerdabirde	yrerabidde
bafulumya	bafulumca	vafulumys	fafuluhya
akutte	akuttr	ajuthe	wkutfw
tebaali	tebaxli	tdbzaoi	tabxali
unni	unny	hmni	umhi
ng'afugibwa	ngdafugibwa	ng'adugihaa	ng'zfuginwa
by	byu	by	by
gy'eŋŋaano	gy'eŋhaano	gy'wŋŋaano	gy'sŋŋaano
muyimuse	muyikuse	mgyimusw	mujlhuse
n'ensonda	c'ensonda	n'enxonda	n'endindx
emigugu	emipugu	emirhhu	eninjgu
g'ennonge	giennonge	g'tnnonbe	n'ennonte
balibasalira	balibadalira	balubsxalkra	falibzzalida
babiggya	babfggya	bablrnya	banigvya
okubonyaabonyezebwa	okubonyagbonyezebwa	okubonjaabinyfsefsa	okubojyawboniezebww
okusalanga	okusalaaga	oiusalsbga	okuaalahga
mbategeeza	mbategevza	mbagefeesa	nbwhegeeza
ebitayinza	ebitayinza	wbigqyinza	ebitagijsa
n'amusinza	n'amusiqza	n'amixinzq	n'qmusinza
n'amakomamawanga	n'amakomamawgnga	n'amqiomzmawangx	n'amalpmamaqahga
obutabazitoowereranga	obutabazitoowekeranga	obutsbaxktlowererabga	ibutagaziyooweretwmgs
n'agutuukako	n'agutuukakoj	n'agugkukqkp	n'wgutjykako
liwuuma	liwquma	ljquumz	liwjuha
makedoni	makedonu	kaksdobi	makedoni
oliyonka	oliyonkp	okjyogka	oliyojna
akamwano	akamwono	anamqano	anahwaho
nte	pte	jte	nee
ezisooka	ezisookn	rsisookq	wzlsooka
ng'omaze	ag'omaze	gg'jmaze	ng'onaxd
kakwata	kakwataz	kwkwqtq	kamwzya
kinuulo	kinuulof	komuupo	kinuyoo
aloweri	alfweri	xloeedi	apoweri
besupyoli	besupyolu	bssukylli	besupykli
mulisigalamu	mulisigalamf	mjoksigakamu	huiisigalamo
lie	liw	oie	ike
okuguma	okuguia	okugukw	pkkruma
anaalongoosanga	anaalongoosangad	qnaalonnkksanra	znqalpngoofanga
nnakuggya	nnakhggya	nnzougrya	nnakudgya
olw'omugga	olw'xmugga	ois'omuggs	olw'kmugga
teyeesiga	teyeesila	reyesslga	teyeeslga
lyo	luo	lyp	lyp
zonaa	zdnaa	zknaa	zinax
zipoli	zipwli	zipklk	xipolj
n'omukulu	n'omuuulu	n'onukukj	m'omukhli
n'atambulira	n'atambulera	n'atajvulirx	n'atamhumitq
beerosi	jeerosi	bwerkzi	beerosu
baddu	vaddu	beddu	eaddu
kukuwonyezza	kukuwinyezza	mukuwomyfzaa	kukuwonjesaq
n'alyoka	n'alyokau	n'xiyoka	m'alyiks
okw'ekiro	okw'eairo	olw'skido	ikw'ekofo
abamusaba	abamusjba	abamucxbq	zbakudaba
mugobererenga	mkgobererenga	mhbobrrfrenga	mugobbferenga
okuzikirira	okuzikirura	okuxikirkra	okuzljirurs
baakakola	baanakola	yaakaoola	faaoskola
mutambuze	mutamuuze	mutahmuze	nurajbuze
banaakubuulira	banaaktbuulira	bzbaakubuulira	banaakubhuiita
weebali	weefali	weebaii	weffalu
kunyigirizibwa	kunyigirioibwa	nunyigkrizibdx	lunyigirisibsa
kubeere	kubeerej	lubsege	kubsgre
bababuulira	babaguulira	gsbabuulirx	bahxbuulofa
basena	baseva	bwxenw	vasdba
b'ensi	s'ensi	b'wnsk	b'egsi
akyuse	akvuse	aijuse	ahyusf
balituuka	balizuuka	fzlutuuka	bapiruuks
w'abalaawe	w'abalcawe	w'qbamaswe	w'xbalaaqe
mbawandiikira	mbawandiikzra	mbxwafdiikifa	mbawanduikura
n'enkobe	n'ynkobe	n'ebmlbe	n'enkpbw
agumiikiriza	agumiimiriza	dgumijkiriza	aguniioirizx
eky'amateeka	ekm'amateeka	rky'amsteskw	ekh'amzgeeka
banaayambalanga	banaaybmbalanga	bqgaayakbalqnfa	bwnaayshbaianta
mpewo	mpero	mlewp	mpero
okukivaako	okmkivaako	okykuvaamo	ojukivasko
n'erinnyirira	n'eriniyirira	n'erjnnyidirs	n'erinntiriwa
okwetikkanga	okwftikkanga	olwetiuoanga	kkwetikkanfx
muliro	muliroc	milufo	mulhfo
okusisinkana	okusisfnkana	okysisinkams	okusosunksna
yakini	yamini	yskomi	yakkju
mirukomu	milukomu	mjrynomu	mkrunomu
alisangula	anisangula	zlisahrula	zlisanvula
abakadde	zbakadde	xbajaede	qnakqdde
n'akyusiza	n'pkyusiza	n'zkyusuza	j'akuuqiza
yeegulumizizza	yeeguluyizizza	yergilumizizxw	yefrupumizixzw
byamala	byamalae	byamama	byamalx
nkukoowoola	nkukopwoola	nkukooqoola	nkbkoowoolx
tubalukayini	tubalulayini	tumalukahink	tyvaljkqyini
aligirira	aligirora	akugirirx	allgkrira
baakema	baakeya	baqkdha	bxakems
musoke	mueoke	nusike	muzoue
kiteeke	kitexke	yiteeke	kigeskf
nnyanj	onyanj	nnhxnk	nnysnj
ateganya	ateganyai	arxganya	ayeganja
mikuufu	zikuufu	hikjufj	mimuubu
agabo	agaboo	sgabp	zbabi
kyatuuka	kydtuuka	khqhuuka	kywtkkka
b'obulimba	b'obulisba	g'obipimba	b'obylinba
kalumeeri	kalumberi	kalymdefi	yalkmeeri
okufiira	okufiirac	onufljra	okyfiura
osonyiwanga	osonymwanga	osknyiwangs	osogyiwqngx
tulikungula	tulikunguxa	tkiiuungula	tuoikubgula
n'okubwatuuka	n'okubwatguka	n'kjubsatuuka	g'lkubwafuuka
ndituuka	ndituukak	nsiyuukw	ndiyukoa
atalya	atalya	ahzlja	ztwlya
n'amusanyusa	n'amusgnyusa	n'amixanyuxa	g'amusabyusx
gifaanana	cifaanana	gucaananz	rkfaznana
toddangamu	todnangamu	hofdangqmu	toddajganu
n'owessaza	n'owesmaza	n'oweesaaa	m'iweasaza
njatula	njamula	gjxtuma	nuatula
ng'emmeeme	ng'emmseme	nb'emmeeke	ng'emmseke
n'ayagala	nvayagala	m'zyagaia	n'ayavsla
kw'olirinnyira	kw'olirinnyirag	kw'olorunntira	nw'oliginnyiea
n'alwaza	n'hlwaza	b'alwaza	n'akwaza
bakyukira	bpkyukira	naigukira	bakyjmirs
yamulya	yamulya	yamulua	yahuiya
aso	auo	asi	aco
ndibalongoosa	ndibalonhoosa	ndufalongoksa	nwibalobgoksa
tebiriggwaawo	tebiriggwaawom	febiriggqswwo	tebkdiggwaado
muteeke	mxteeke	nuteeie	mutdekf
ng'eggulu	ng'egguluz	ng'eggulu	nh'eggylk
lwegatta	lweganta	ladgatta	lwrdatta
biguvaayi	biguzaayi	dighvaayi	bigubdayi
omusamaliya	ombsamaliya	okjsamamiya	kmjsamsliya
kw'abafu	kwmabafu	kq'agafi	mw'avafu
eky'embaga	edy'embaga	eiy'dmbwga	emh'embagx
w'ani	w'anc	s'ahi	w'ami
gwaffe	gsaffe	faafee	gsatfe
lukulu	luoulu	kunklu	mululu
mbasalira	mbasahira	jbqsalida	mbzwaiira
yali	ybli	yaoo	yzli
n'okusoozebwa	n'okusoozebwag	n'kkuciozebda	n'ojuzooxebaa
bamenye	basenye	bamsnyq	gajente
fekka	fekfa	fekua	feiks
w'eggigi	w'ewgigi	w'eryiyi	w'efgigi
tebalisikira	tebaliyikira	tebaioxikirq	tebslisiiuea
tolwawo	tmlwawo	rilaawo	tklwqso
mujjukirenga	mujjukurenga	hujjujirengz	muujykidenga
yamufumita	yamufnmita	tamkfumitx	gamubymita
eky'amagezi	eoy'amagezi	fky'qmagezi	eky'smagwzj
g'ababi	g'abhbi	g'abwbi	y'absbi
temuteganga	thmuteganga	temutemangw	yenuteganga
n'abalina	d'abalina	n'wfallna	n'ahapinx
ng'abatali	ng'abltali	ny'abatxpi	ng'abztqlu
konna	kgnna	kobnz	oobna
ekiramba	ekwramba	ekirsmfa	eujrajba
baabuna	baabunj	bqabuna	bqavuna
okaabira	okaasira	okaanirz	okaabkfa
n'atakyuka	n'atakyuia	n'atxiyuka	n'atwnyuka
bonaa	bopaa	bpnaz	blmaq
tebanoonya	tebpnoonya	tsbanoonya	reganoknya
kw'ekitala	kw'egitala	kw'eljtala	ks'enitala
zerote	zeiote	zrrpts	xsrofe
eby'obusungu	eby'obusjngu	wby'ovgsungu	wby'kbusungh
n'ekivume	n'skivume	n'wiivumd	n'wkivuue
bazirunda	baziruoda	hazirundw	bszirinda
derube	derube	wefhbe	ddrkhe
eribala	erfbala	erjfqla	erjhxla
ak'okubiri	ak'okubirg	ak'kouburi	ak'okibiru
n'omutego	u'omutego	g'imhtego	i'omuteho
g'e	gre	y'e	g'r
tebasembereranga	qebasembereranga	tehqsehbdrerznga	rdbasemberegznga
ng'olugoye	ng'tlugoye	ng'oligogw	ng'olugkyd
ky'ataabalaga	ky'apaabalaga	kt'wtaabslaga	kg'ataabwoagw
olw'ekkubo	olw'nkkubo	olw'emlubl	plw'eklubo
ey'emmere	eyjemmere	ey'emmefe	ey'wmmere
ekibumba	ekibuxba	rkkbujba	ejjbumba
kadesubanea	kadetubanea	madedubanra	kadesuvames
owa	owl	kwa	oxa
gwagyo	gwagyd	gwahtl	gasvyo
mubumbi	mubumbb	mubumfi	jubknbi
abimanyi	jbimanyi	abinajui	wbjmabyi
eky'enku	eky'enlu	ely'dnnu	emu'enku
okugulumiza	okugulumbza	okhgulumisq	okurulumuaw
ekyafikkawo	ekyafikkawy	eoyafiklswo	eitqfikkawo
n'obusomyo	n'opusomyo	b'obusomup	b'obucomyo
nnateekebwawo	nnateekebwawg	nnaterkdbwawo	nnateeoegwxwi
mumuweerezanga	mumuweerezanga	munuwferdzagga	mjmuseerezsnra
kyammwe	kyammae	kyxmmer	nyajhwe
alese	alrse	elese	akeqs
kubiri	kubire	kubkrj	kuciei
ndikaabira	nzikaabira	ndukaagirz	ndukawblra
oligatta	olbgatta	olugatra	oligztta
mpadde	mpadre	jpadse	joarde
engero	engery	sbnero	wnverp
wuuyo	wuuyon	aukyo	wuuym
olimukola	olimrkola	llumukpla	olimupols
yeeroboza	yewroboza	yeerpvosa	yeernbpza
olabenga	olanenga	okahenta	olsnebga
nneetegereza	nntetegereza	nnretegereqw	nneetwgrrwza
ky'ali	kynali	jj'ami	oh'ali
kibeerenga	kibeererga	mjbeersnga	kibeetwnga
tomuwolanga	tomuwolangaz	homuwomanha	tomjwolajgs
watambula	qatambula	dafajbula	aatamnula
maloni	malhni	galomi	makoni
ntukuzizza	atukuzizza	htukuzixza	ntkkuzksza
ebina	ebins	egima	ehija
nfumiitiriza	nfumiitrriza	neuniitieizw	hfumiithroza
nnyingidde	nnyinghdde	ngyintkdde	nbyingixde
okukukooya	okukukoowa	okuiujooua	ijukujooya
alinnanga	alincanga	aninnangx	alihnanrw
bbalaza	bbalara	bbalazz	gvalaxa
munnyo	munnuo	numnyi	munnyo
kattusi	kattusv	kzgtjsi	katruzi
eby'ezaabu	eby'edaabu	efy'dzaanu	egy'rzazbu
okwewaayo	okwewaaio	onwewaqyk	oldewaago
ey'amafuta	hy'amafuta	ey'amaeuta	ey'zmadutq
ogwaggwaako	ogwaggwaakoj	ogwwggwaako	ogwsghsaano
okwegendereza	okwwgendereza	okwdgtnderezs	okregenderezs
ebiwaawaatiro	ebiwahwaatiro	ebjdaawwatiro	sfowaqwaatiro
musi	mqsi	mkxi	yusi
n'obutakola	n'obutaqola	n'obytakopa	n'obhfakola
n'emigaati	n'emigaatv	n'emigaqri	n'ejigawtj
abalyazaamaanyi	abalygzaamaanyi	abalyaazzmaanyi	avalyazaahaamui
akimaani	akumaani	zkihaani	zkikaani
abisuli	abiyuli	qbisioi	qfisumi
yakaziyeri	yakazdyeri	yqkazihero	ywkaziyeri
dibonugadi	dibonugadis	djbojugasi	dkbpnugzdi
ebizibu	ebiziju	evizlbu	ebkaibk
nejjusizza	nejjasizza	nejjkaizxa	nejjusjzaa
sinnafa	sunnafa	suhnafa	sohnafa
bw'ataayinza	bw'ataayinda	bw'ataayinxw	hw'ataaylnzq
embalabe	embtlabe	enbaiabe	emgclabe
ennyingo	ennyingg	ejnjlngo	wnnyimgo
baatuula	baatjula	baatmhla	baxtuulz
abalwanyi	abmlwanyi	ahzlwsnyi	zbwlwanyi
nnawa	nnawab	nnadw	nnaca
tassaayo	taysaayo	tasfaayo	tssqazyo
penueri	penqeri	lenkegi	pebyeei
malyamu	malyamu	mxlysmu	mwiyamu
mbaddamu	mbaddamub	hbaddqnu	mbadvamj
g'omwana	r'omwana	g'pmwans	g'omasnq
tuliyita	tulmyita	huliyita	tulituta
kabuli	babuli	kanulo	kabuho
akuuma	akuwma	wkjumq	akjuka
n'ebisolo	a'ebisolo	n'ebizlli	n'ebieolo
batabiwulira	batabiwuliraj	bztahuwuiira	batavieilida
n'emigugu	n'emigueu	n'wmigugu	n'dkjgugu
n'amwekaliriza	n'amwekalirizat	n'ameekaliriaa	g'amwwjwpiriza
berenike	berenikm	hwregike	berenjus
mwaweereza	mwaveereza	nwawedteza	mwsaeeresa
bookera	bookena	foikerq	bopierx
n'abasaddukaayo	n'abusaddukaayo	n'wbasarsukaaho	n'xvasavdukasgo
kabanga	kabangae	kwbahya	kqbajgq
omuliro	omuoiro	omukiyo	okulori
okumukola	okimukola	piumukola	okumikolw
egy'obulamu	egy'obulamp	egy'kbimamu	egy'kbhlqmi
sibalagiranga	sibalagiraaga	sifslagirxnha	slbalqglrxnga
kufuuke	kufuuce	lufukkd	kufkjke
balyetaba	bamyetaba	balyetafa	gakyetabz
onani	knani	pnahi	lnani
baawaba	baawabu	baawxba	gqawana
baayala	bpayala	bxauxla	baayslz
mutaawulirenga	mutaawulirenga	mjtqaqulirengx	mutxawulutenba
okumpi	okummi	lkumpk	pkunpi
abakulembedde	abakuyembedde	abauuoembddds	abakuoembedse
okusigala	okusigale	okjsigxla	okjsogalq
kuyimirira	kuyimirird	kjyimirorx	kyyimieira
w'omwoloola	w'omwoloolc	w'pjwoloola	s'omwookola
masaza	masazak	mxsxzx	uqsaza
ekigo	ekioo	ekijo	duogo
mutalina	mutapina	muhaoina	kutaluna
ab'e	ab'eo	zb'e	ab'e
lyange	lyfnge	lyakbe	iyajne
kesuboni	kesubonip	kssuvoni	kesublno
kirigenda	kirigknda	kigigehdz	kkgigenda
kibuze	kibuye	kibuzd	kibuze
timunasusera	tzmunasusera	jimunasmsera	himunaquxerz
n'abazikiririza	n'abazikirsriza	n'wbazikidirjza	n'agazikirirosq
mulo	mulj	gulo	nylo
n'okateeka	nwokateeka	n'okatewka	n'oiatdeka
nsanyuka	nsknyuka	nasnyukw	nsanyuma
mmenye	mmenyeb	mmrnye	mnenyq
bw'ente	bw'entp	fq'entw	ba'rnte
n'afuluma	n'afuluman	n'wfulyma	n'afiphma
ez'ekyomukifuba	el'ekyomukifuba	ez'dkyoktkofuba	ez'ekyomukoguga
abaasenga	abkasenga	afaafenga	abaaxdngw
ayita	ayiaa	ayuga	qyita
eby'obubambaavu	eby'obubambfavu	ebt'obuhambaadu	sby'obubxmnasvj
olwatuuka	olqatuuka	ojwayuuka	oosathuka
olulungi	onulungi	olulkngi	oluiumyi
ekibonoobono	ekibhnoobono	ejobonoibobo	ekubonoobonl
amagi	amlgi	amxgl	amagj
kaago	kfago	kazgo	kasti
engimu	endimu	engjkj	envjmu
ekiragala	ekiragalr	emieagalw	eoirxrala
n'okuva	n'okuvat	n'lkufa	j'okjvz
tunaagenda	tunaagebda	tjnxagenda	tunaarsnda
tebiriimu	sebiriimu	tebielimk	bdbiriimu
n'awangaala	n'awawgaala	n'awxngqama	j'awajnaala
temwesiganga	temwqsiganga	yemdesigsnna	tgmeesoganga
ng'asabiriza	ng'asabirizai	nf'asaviroxa	nd'asabirjzz
olw'okwo	olw'okwy	omw'okql	ipw'ikwo
mumisiri	mumrsiri	jymusiri	mumisjri
wo	wol	wo	wk
totuleka	totuleko	totioekw	titkoeka
okugolola	okugelola	okigomlla	okugolola
atayinza	atlyinza	atayjvza	atayijzx
eriyada	eriyoda	edihaca	friyxda
n'aweesa	n'awersa	n'awerwq	n'awedxa
bw'aryo	bw'aryo	bw'zruo	nd'arjo
gaakwo	waakwo	yaahwo	gaajwk
ng'akooye	ng'hkooye	ng'anooye	ng'skooyf
kubikkulirwa	kubikkulirwav	kjbuukulirqa	kubimmulirwa
bulungi	bulunxi	bjoumgi	bullnhi
yalaga	yalyga	yslzta	galagd
eriwunya	oriwunya	eeiwunts	erkaunyw
babannyonnyola	bqbannyonnyola	bagannjohnuola	bavagntonntkla
sabuteka	sabuoeka	sabudeka	sabufekz
mpisa	xpisa	jpisx	mpoda
omumekolasi	omumekklasi	omhmekolxsj	omtmekolasi
bagende	bakende	bxvends	bagfhdd
ng'abaami	ng'abaamp	jg'ahaamu	ng'abawoi
anaayambulanga	anaayaibulanga	anwxysmbulanva	anxayxhbulanna
n'alengera	n'glengera	n'wlfngera	h'alengrra
biryoka	biryokm	birtkkw	hirhokw
batamuddamu	bktamuddamu	natxmuddaju	bahahudxqmu
tebaategeera	tebaategeera	tebaategrwya	tebaategdeea
n'omufu	n'omufui	n'oukfu	n'omhfk
bampita	bampite	fsmpifa	vampita
mukama	mukamae	khmama	mukama
ebikolimo	ebikotimo	ebiuillmo	rfikolijo
ettiini	kttiini	ehfikni	egtuimi
ziggaddwawo	miggaddwawo	aiggavvwawo	skggaddwwao
omulambo	omulambob	ohupamno	pjulajbo
tebivanga	tebivxnga	hehivanha	tebiganbs
muyigirizibwa	miyigirizibwa	kuyigirjzibwx	mubigirizibaa
tabalirira	babalirira	tabqlieita	tabamiriga
abuze	abuzeu	abuaw	sbuzw
n'abatumira	n'ababumira	n'abstujirx	j'sbatukirz
ebyasaanikira	tbyasaanikira	ebyasazmukirs	ebyaxawbikira
mukoka	mukkka	jukoja	mukokw
ng'ekisimbe	ng'ekisimhe	ng'wkisijge	ny'eklsikbe
tomasi	toxasi	tkmawu	tkjwsi
ekyava	ekfava	tkyava	fkyavs
ng'amasavu	mg'amasavu	ng'amwsxvi	ng'zjasavh
kira	kiraq	kors	niga
okuggwaawo	okugrwaawo	kkyrgwaawo	omuggwaawo
kukuleka	kukuueka	kukuleks	kymulwka
tumumize	tuaumize	thhumixe	tomumixe
okomewo	okomewok	okomesp	kklmewo
susera	suqera	quzrra	wuserw
olw'olutalo	olv'olutalo	oie'olutamo	ola'kluhslo
okumutukuza	okumuxukuza	kkumuhukuzs	olumuruluza
bugagga	buganga	bhgahga	njgqgga
kerume	keryme	kwrujd	kerunr
yabaddirira	ypbaddirira	yahawdieira	yabqdeiriga
ebisiikirize	ebisiikirize	ebieiumiroze	ebisjlkitize
olulangibwa	olulangsbwa	olhlangibwq	oljpantubwa
bulongoofu	brlongoofu	bupongoivu	buionyoofy
bw'anaafulumanga	bw'ananfulumanga	nw'anxafulumengq	tw'anaafulumqnva
n'enyiikira	x'enyiikira	n'enyiiklrz	n'enyuikjra
yasoomoza	yasopmoza	yadoojpza	yasoomkza
ekintu	ekintur	bkontu	tkuntu
okumyansa	osumyansa	omumyabsa	lkuhhansa
n'okwenda	n'okxenda	n'lkwfmda	n'lkwfhda
miryango	giryango	hiryxggo	mifganyo
w'ekkuŋŋaaniro	w'ekkueŋaaniro	w'flkuŋŋaamiri	a'ekkuŋŋaqnurk
mumuleete	mumuueete	munuleetw	mumuleefw
bugulumivu	bugulumivuo	yugulumifu	vugulumivu
n'ebisinziiro	n'ebisbnziiro	n'ebisiexiiro	n'eblcinziiro
balikuggyako	balikuggynko	baiiuugguakk	galiiuggyakl
atwala	xtwala	arqaka	aywalw
ndiba	ndima	ndivx	nxkba
kibiriiti	kibirifti	kibiwliti	kibigllti
kyova	kyoea	oylva	nylda
abambadde	abamnadde	abwmfavde	abanhadde
yena	ygna	ydna	genz
ayanjuluza	ayanjuluza	ayanjulyze	ayabnulhza
bire	bite	blge	bihe
garyo	garfo	garym	jaryo
ntaana	otaana	ntazna	mhazna
bw'engalo	bw'engals	bw'engwli	bw'dngalo
agaanyi	ngaanyi	abxamyi	xgaajgi
kikolebwa	kikolekwa	kukplegwa	koiolebwa
ebimugwanidde	ezimugwanidde	ebifugwaniede	wfimufwaniddf
ng'eggwanga	ng'eggeanga	ng'eggexmga	ng'rggsanga
tigulasupireseri	tigulasupipeseri	ginulaqupiteseei	gigulaskkjresfri
aka	akz	akx	wka
kiriba	kiribaq	kifihw	knribq
w'ekisaka	w'ekisakae	w'qkisakz	w'ejisaka
n'akulukuta	j'akulukuta	n'akylukufq	h'skuoukuya
kigwanira	kigwcnira	kinwaniha	kiywznira
g'abaana	gsabaana	t'abaaia	g'wnawna
kubalibwa	kubqlibwa	kugalunwa	kufalkfwa
obwava	obwavaq	obwavd	ohsava
y'alikukulembera	ykalikukulembera	y'alikkknlembsra	y'allkykulebbera
n'obuna	n'obunm	k'obkna	n'ovubq
aleme	mleme	alfmw	xmeme
n'olw'okuwulira	n'olw'okufulira	n'oke'lkuwuiira	h'klw'okuwupjrz
bakutte	bakutte	fakutte	bakurte
gumenyeka	gumenyekaj	gumfhyekw	fumfbyeka
beerabira	beeraiira	bwedabirq	beerxbirq
bawagula	bawaguln	bzssgula	vqdagula
abawooza	abasooza	abwwkoaa	abawopxa
isuleyamu	isuleyayu	jsuleyamu	isuletanj
n'atajja	n'atzjja	j'agajma	b'wtqjja
ng'ow'amaanyi	ng'ow'asaanyi	ng'kw'amwanyk	ng'le'cmaanyi
basitula	btsitula	bxsihula	bssitnla
mwandu	gwandu	hwahdh	mwqgdi
obunyazi	obunyafi	objkyazi	oguntazi
sadoki	sadoji	sxeoni	asdoki
okukubuulira	okukuyuulira	okukibuumkrq	okunybuulira
by'abo	by'aso	bh'anl	bu'ago
okumuloopa	okumulooca	okumulkops	okynjloopa
gulituuka	gulituoka	guijtuukq	gulituuka
zaakwo	eaakwo	zaaowp	zaakwk
